year,type,project,track_num,song,lyrics
2013.0,album,Yeezus,9,Send It Up,"[Produced by Kanye West, Daft Punk, Gesaffelstein, Brodinski, Arca and Mike Dean][Intro: Beenie Man]
Relivin' the past?
Your loss![Verse 1: King Louie]Rockstar bitch call me ElvisM.O.B, she call me selfishSuccess got 'em jealousShorty's killin', while I'm drillin'Tattoos, how they break the newsIt was real if you made the newsLast night my bitches came in twos
And they both sucked like they came to loseDropped out the first day of school
Cause niggas got cocaine to moveI be goin' hard, I got a name to proveKillin' 'em, honey how I make the pain improve
[Hook: King Louie]We can send this bitch up, it can go down
We can send this bitch up, it can go down
We can send this bitch up, it can go down
We can send this bitch up, it can go down
We can send this bitch up, it can go down
We can send this bitch up, it can go down
We can send this bitch up, it can go down
We can send this bitch up, it can go down
[Verse 2: Kanye West]This the cray-ist shit in the club
Since ""In Da Club""It's so packed I might ride around
On my bodyguard's back like Prince in the clubShe say ""Can you get my friends in the club?""
I say ""Can you get my Benz in the club?""
If not, treat your friends like my BenzPark they ass outside 'til the evenin' endWhen I go raw, I like to leave it inWhen I wake up, I like to go againWhen I go to work, she gotta call it in
She can't go to work, same clothes againAnd her heart colder than the souls of menLouboutin on the toes againTight dress dancin' close to himYeezus just rose again
[Hook: King Louie]We can send this bitch up, it can go down
We can send this bitch up, it can go down
We can send this bitch up, it can go down
We can send this bitch up, it can go down
We can send this bitch up, it can go down
We can send this bitch up, it can go down
We can send this bitch up, it can go down
We can send this bitch up, it can go down[Outro: Beenie Man]
Memories don't live like people do
They always 'member you
Whether things are good or bad
It's just the memories that you have
Memories don't live like people do
They always 'member you
Whether things are good or bad
It's just the memories that you have"
2013.0,album,Yeezus,10,Bound 2,"[Produced by Kanye West and Che Pope with additional production from Eric Danchild, Noah Goldstein, No ID and Mike Dean][Video directed by Nick Knight][Intro]I know you're tired of lovin', of lovin'
With nobody to love, nobody, nobody
Just grab somebody, no leavin' this party
With nobody to love, nobody, no- (Uh-huh, honey)
[Bridge: Kanye West]All them other niggas lame, and you know it nowWhen a real nigga hold you down, you supposed to drown
Bound...[Hook]Bound to fall in love
Bound to fall in love
(Uh-huh, honey)
[Verse 1: Kanye West]What you doin' in the club on a Thursday?
She say she only here for her girl birthdayThey ordered champagne but still look thirstyRock Forever 21 but just turned thirtyI know I got a bad reputation
Walking-round-always-mad reputationLeave-a-pretty-girl-sad reputationStart a Fight Club, Brad reputationI turnt the nightclub out of the basementI'll turn the plane 'round, your ass keep complainin'
How you gon' be mad on vacation?Dutty wining 'round all these JamaicansUh, this that prom shit
This that what-we-do-don't-tell-your-mom shit
This that red-cup-all-on-the-lawn shit
Got a fresh cut, straight out the salon, bitch[Bridge: Charlie Wilson]I know you're tired of lovin', of lovin'
With nobody to love, nobody, nobody (Uh-huh, honey)
[Bridge: Kanye West]Close your eyes and let the word paint a thousand picturesOne good girl is worth a thousand bitches[Hook]Bound to fall in love
Bound to fall in love
(Uh-huh, honey)
[Verse 2: Kanye West]I wanna fuck you hard on the sinkAfter that, give you somethin' to drinkStep back, can't get spunk on the minkI mean damn, what would Jeromey Romey Romey Rome think?Hey, you remember where we first met?
Okay, I don't remember where we first met
But hey, admittin' is the first step
And hey, you know ain't nobody perfectAnd I know, with the hoes I got the worst repBut hey, their backstroke I'm tryna perfectAnd hey, ayo, we made it: Thanksgivin'So hey, maybe we can make it to Christmas
She asked me what I wished for on my wishlistHave you ever asked your bitch for other bitches?Maybe we could still make it to the church stepsBut first, you gon' remember how to forgetAfter all these long-ass verses
I'm tired, you tired, Jesus wept
[Bridge: Charlie Wilson]I know you're tired of lovin', of lovin'
With nobody to love, nobody, nobody
Just grab somebody, no leavin' this party
With nobody to love, nobody, nobody (Uh-huh, honey)
[Bridge: Kanye West]Jerome's in the house, watch your mouth
Jerome's in the house, watch your mouth[Hook]Bound to fall in love
Bound to fall in love
(Uh-huh, honey)"
2016.0,album,The Life of Pablo,1,Ultralight Beam,"[Intro: Samoria Green & Natalie Green](Yes, God)
We don't want no devils in the house, God (Yes, Lord)
We want the lord (Yes, Jesus)
And that's it (Yes, God)
Hallej- hand over Satan (Yes, Jesus)
Jesus praise the Lord (Yes, God)Hallelujah, God (Yes, God)We don't want no devils in the house, God (Yes, Lord)
We want the lord (Yes, Jesus)
And that's it (Yes, God)
Hallej- hand over Satan (Yes, Jesus)
Jesus praise the Lord (Yes, God)[Hook 1: Kanye West & The-Dream]I'm tryna keep my faith
We on an ultralight beam
We on an ultralight beam
This is a God dream
This is a God dream
This is everything
This is everythingDeliver us serenity
Deliver us peace
Deliver us loving
We know we need it
You know we need it
You know we need it
That's why we need you now, oh, I
Pray for Paris
Pray for the parentsThis is a God dream
This is a God dream
This is a God dream
We on an ultralight beam
We on an ultralight beam
This is a God dream
This is a God dream
This is everything
Everything (Thing, thing, thing)
[Chorus: The-Dream & Choir]I'm tryna keep my faith
But I'm looking for more
Somewhere I can feel safe
And end my holy war
I'm tryna keep my faith[Verse 1: Kelly Price (Choir)]So why send oppression not blessings?
Why, oh why'd you do me wrong? (More)
You persecute the weak
Because it makes you feel so strong(To save) Don't have much strength to fight
So I look to the light
(War) To make these wrongs turn right
Head up high, I look to the lightHey, 'cause I know that you'll make everything alright
And I know that you'll take good care of your child
Oh, no longer am afraid of the night
'Cause I, I look to the light
[Verse 2: Chance The Rapper]When they come for you, I will shield your name
I will field their questions, I will feel your painNo one can judge
They don't, they don't know
They don't knowFoot on the Devil's neck 'til it drifted PangaeaI'm moving all my family  from Chatham to ZambiaTreat the demons just like Pam
I mean I fuck with your friends, but damn, GinaI been this way since Arthur was anteaterNow they wanna hit me with the woo wap, the bamTryna snap  photos of familia
My daughter look just like Sia, you can't see herYou can feel the lyrics, the spirit coming in braille
Tubman of the underground, come and follow the trailI made Sunday Candy, I'm never going to hell
I met Kanye West, I'm never going to failHe said let's do a good ass job with Chance three
I hear you gotta sell it to snatch the Grammy
Let's make it so free and the bars so hard
That there ain't one gosh darn part you can't tweetThis is my part, nobody else speak
This is my part, nobody else speak
This little light of mine
Glory be to God, yeahI'ma make sure that they go where they can't go
If they don't wanna ride I'mma still give them raincoatsKnow what God said when he made the first rainbow
Just throw this at the end if I'm too late for the introUgh, I'm just having fun with it
You know that a nigga was lostI laugh in my head
Cause I bet that my ex looking back like a pillar of saltUgh, 'cause they'll flip the script on your ass like Wesley and SpikeYou cannot mess with the lightLook at lil' Chano from 79th
[Hook 2: Kanye West]We on an ultralight beam
We on an ultralight beam
This is a God dream
This is a God dream
This is everything
Everything
[Chorus: The-Dream (Natalie Is Great) & Choir]Yes, God
Hallelujah
I'm tryna keep my faith
(Yes, Jesus)
But I'm looking for more
Somewhere I can feel safe
And end my holy war[Outro: Kirk Franklin & Choir]Father, this prayer is for everyone that feels they're not good enough
This prayer's for everybody that feels like they're too messed up
For everyone that feels they've said ""I'm sorry"" too many times
You can never go too far when you can't come back home again
That's why I need...Faith, more, safe, war"
2016.0,album,The Life of Pablo,2,Father Stretch My Hands Pt. 1,"[Intro: Pastor T.L. Barrett]You're the only power (power)
You're the only power that can
You're the only power (power)
You're the only power that can
Ooooooo, ooooooo, oooooo
Other help
[Producer Tag: Future]If young Metro don't trust you I'm gon' shoot you
[Pre-Hook: Kid Cudi]Beautiful morning, you're the sun in my morning babe
Nothing unwanted
Beautiful morning, you're the sun in my morning babe
Nothing unwanted
[Hook: Kanye West]Just wanna feel liberated, I, I, I
I just wanna feel liberated, I, I, I
If I ever instigated, I am sorry
Tell me who in here can relate, I, I, I
[Verse: Kanye West]Now if I fuck this model
And she just bleached her asshole
And I get bleach on my T-shirt
I'ma feel like an assholeI was high when I met her
We was down in TribecaShe get under your skin if you let her
She get under your skin if you-uh
I don't even wanna talk about it
I don't even wanna talk about it
I don't even wanna say nothin'Everybody gon' say somethin'
I'd be worried if they said nothin'Remind me where I know you from?
She looking like she owe you someYou know just what we wantI wanna wake up with you in my
Beautiful morning
[Pre-Hook: Kid Cudi]Beautiful morning, you're the sun in my morning babe
Nothing unwanted
Beautiful morning, you're the sun in my morning babe
Nothing unwanted
[Hook: Kanye West]Just want to feel liberated, I, I, I
I just want to feel liberated, I, I, I
If I ever instigated I am sorry
Tell me who in here can relate, I, I, I"
2016.0,album,The Life of Pablo,3,Pt. 2,"[Intro](Perfect)Faaaaaaaa
Faaaaaaaa
Faaaaaaaa
Faaaaaaaah
[Verse 1: Kanye West]I told, I told, ay ay, I told you
Up in the morning, miss you bad
Sorry I ain't called you back
Same problem my father hadAll his time, all he had, all he had
In what he dreamed
All his cash, market crashed
Hurt him bad, people get divorced for that
Drops some stacks pops is goodMomma pass in Hollywood
If you ask, lost my soulDriving fast, lost control
Off the road, jaw was broke'Member we all was broke
'Member I'm coming back
I'll be taking all the stacks[Verse 2: Desiigner]I got broads in Atlanta
Twisting dope, lean, and the FantaCredit cards and the scammers
Hitting off licks in the bandoBlack X6, Phantom
White X6 looks like a pandaGoing out like I’m Montana
Hundred killers, hundred hammersBlack X6, Phantom
White X6, pandaPockets swole, DannySelling bar, candyMan I'm the macho like RandyThe choppa go Oscar for Grammy
Bitch nigga, pull up ya panty
Hope you killas understand me
[Hook: Kanye West]I just want to feel liberated, I, I, I
I just want to feel liberated, I, I, I
Taking all the stacks, oh
Stacks, oh
Taking all the stacks, oh[Verse 3: Desiigner]I got broads in Atlanta
Twist the dope, lean and shit, sippin' FantaCredit cards and the scammers
Wake up Versace, shit life DesiignerWhole bunch of lavish shit
They be asking round town who be clappin' shitI be pullin up stuff in the Phantom ship
I got plenty of stuff of Bugatti, whip look how I try this shitBlack X6, Phantom
White X6, killing on camera[Bridge: Caroline Shaw]How can I find you?
Who do you turn to?
How do I bind you?
[Outro: Pastor T. L. Barrett]If I don't turn to you
No other help I know, I stretch my hands"
2016.0,album,The Life of Pablo,4,Famous,"[Intro: Rihanna + Kanye West]Man I can understand how it might be
Kinda hard to love a girl like me
I don't blame you much for wanting to be free
I just wanted you to knowSwizz told me let the beat rock
[Verse 1: Kanye West + (Swizz Beatz)]For all my Southside niggas that know me bestI feel like me and Taylor might still have sex
Why? I made that bitch famous (Goddamn)
I made that bitch famousFor all the girls that got dick from Kanye West
If you see 'em in the streets give 'em Kanye's best
Why? They mad they ain't famous (Goddamn)
They mad they still nameless (Talk that talk, man)Her man in the store tryna try his best
But he just can't seem to get Kanye freshBut we still hood famous (Goddamn)
Yeah we still hood famous
[Hook: Rihanna + Swizz Beatz]I just wanted you to know
I loved you better than your own kin did
From the very start
I don't blame you much for wanting to be freeWake up, Mr. West! Oh, he's up!I just wanted you to know
[Verse 2: Kanye West + Swizz Beatz]I be Puerto Rican day parade floatin'
That Benz Marina Del Rey coastin'She in school to be a real estate agent
Last month I helped her with the car paymentYoung and we alive, whoo!
We never gonna die, whoo!I just copped a jet to fly over personal debt
Put one up in the skyThe sun is in my eyes, whoo!
Woke up and felt the vibe, whoo!No matter how hard they try, whoo!
We never gonna die[Hook: Rihanna]
I just wanted you to know
[Bridge: Sister Nancy + Swizz Beatz]Bam bam, 'ey 'ey 'ey
Bam bam bam, bam bam dilla
Bam bam 'ey 'ey 'ey
What a bam bam, bam bam dillaHow you feeling right now? Let me see your lighters in the airBam bam 'ey 'ey 'ey 'ey 'ey
Bam bam 'ey 'ey 'ey
What a bamLet me see your middle finger in the airBam bam 'ey 'ey 'ey
Bam bam bam, bam bam dillaLet me see you act up in this motherfuckerBam bam 'ey 'ey 'ey
What a bam bam, bam bam dillaHow you feelin', how you feelin, how you feelin' in this mother fucker, god damnBam bam 'ey 'ey 'ey 'ey 'ey
Bam bam 'ey 'ey 'ey
What a bamOne thing you can't do is stop us nowBam bam,'ey 'ey 'ey
Bam bam bam, bam bam dillaYou can't stop the thing nowBam bam bam 'ey 'ey 'ey
What a bam bam, bam bam dillaMan it's way too late, it's way too late, it's way too late you can't fuck with usBam bam, 'ey 'ey 'ey 'ey 'ey
Bam bam, 'ey 'ey 'ey
What a bamTo the left, to the rightBam bam 'ey 'ey 'ey
Bam bam bam, bam bam dillaI wanna see everybody hands in the air like thisBam bam 'ey 'ey 'ey
What a bam bam, bam bam dilla
Bam bam 'ey 'ey 'ey 'ey 'ey
Bam bam 'ey 'ey 'ey
What a bam, bam
[Outro: Nina Simone]I just wanted you to know
I loved you better than your own kin did
From the very start
I don't blame you much for wanting to be free
I just wanted you to know[Produced by Kanye West, Charlie Heat, Havoc & Noah Goldstein]"
2016.0,album,The Life of Pablo,5,Feedback,"[Hook]Ayy, y'all heard about the good news?
Y'all sleeping on me, huh? Had a good snooze?
Wake up, nigga, wake up
We bout to get this paper
[Verse 1]Money never made me
Make me do something? Nah, can't make meEven if the money low, can't pay me
Even if the money low, can't play me
[Hook]Ayy, y'all heard about the good news?
Y'all sleeping on me, huh? Had a good snooze?
Wake up, nigga, wake up
We bout to get this paper
[Verse 2]Pablo bought a Roley and a rottweiler
Seem like the more fame, I only got wilderHands up, we just doing what the cops taught us
Hands up, we just doing what the cops taught usI've been outta my mind a long time
I've been outta my mind a long time
I’ve been saying how I feel at the wrong timeMight not come when you want but I'm on time
[Hook]Ayy, y'all heard about the good news?
Y'all sleeping on me, huh? Had a good snooze?
Wake up, nigga, wake up
We 'bout to get this paper
[Verse 3]I can’t let these people play me
Name one genius that ain't crazyFollow our father
You borrow our motto
I'm a Chicago south sider
I'm a Chicago south sider
[Hook]Ayy, y'all heard about the good news?
Y'all sleeping on your boy, had a good snooze?
Wake up, nigga, wake up
It's time to get the paper
[Verse 4]I've been outta my mind a long time
I've been outta my mind a long time
I know, I know, I shouldn’t even bother
With all these gossiping, no-pussy-getting bloggersFashion show in Gotham, I need another costumePETA's mad cause I made a jacket outta possumAwesome, Steve Jobs mixed with Steve AustinRich slave in the fabric store picking cottonIf Hov J then every Jordan need a RodmanMan, Jay, they don't really want no problemsDriving in the same car that they killed Pac in
Driving in the same urrr that they killed Pac inHands up, we just doing what the cops taught us
Hands up, hands up, then the cops shot us
[Outro]Hold on, hold on, hold on
Wait a second, everybody here, I'm the ghetto Oprah
You know what that mean? You get a fur! You get a fur!
You get a jet! You get a jet! Big booty bitch for you! Woo![Produced by Kanye West, Mike Dean, Plain Pat & Charlie Heat]"
2016.0,album,The Life of Pablo,6,Low Lights,"You want me to give you a testimony about my life
And how good he's been to me
I don't know what to tell you about him
I love him so much with all my heart and my soul
With every bone in my body I love him so much
Because he's done so much for me. 
Every morning
Every day of my life
I won't always be crying tears
In the middle of the night, and I won't always have to wake up
By myself wondering how I'm gonna get through the day
I won't always have to think about what I'm gonna do
And how I'm gonna, how I'm gonna make it
How I'm gonna get there, because he...
He's gonna be there for me
Some day the sky above will open up
And he will reach out  his hand and guide me through
Oh yes he will
I won't always be crying these tears
I won't always be feeling so blue
Some day, he will open up the door for me
And call my name
Some day he will
I don't know if anybody understands what that feels like.
No matter what you've been through
Or where you've been he's always there
With his arms open wide
Accepting me
For who I am
And I love him so much
I couldn't do it without him I wouldn't want to
I'm crying now
It feels so good to be free
To be accepted for who you are and loved no matter what
Oh lord thank you
You are the joy of my life."
2016.0,album,The Life of Pablo,7,Highlights,"[Intro 1: Kanye West and Young Thug]High lights
Tell my baby I'm back in town
High lights
Tell everybody I'm back in town
High lights
Tell my baby I'm back in town
High lights
We only makin' the highlightsTell my mama, tell my mama, that I only want my whole life to only be highlights
We only makin' the highlightsTell my mama, tell my mama, that I only want my whole life to only be highlights
Can we play that back one time?
And after that night I'm gon' wanna play this shit back, oh noSometimes I'm wishin' that my dick had GoPro
So I could play that shit back in slo-mo
I just shot an amateur video; I think I should go proWe only makin' the highlights
We only makin' the highlightsTell my mama, tell my mama, that I only want my whole life to be mine[Bridge: El Debarge Kanye West]One life, one nightUh
High lightsThat's all I need
Livin' the life 'til I die
[Verse: Kanye West]I bet me and Ray J would be friends
If we ain't love the same bitch
Yeah, he might have hit it first
Only problem is I'm richUh
21 Grammys, superstar family
We the new Jacksons, I'm all about that actionI'm about that Farrakhan
Life is a marathon
I'ma shift the paradigm
I'ma turn up every timeI'ma bust a coach's head open on some Diddy shit
If he ever talk to my son like an idiotOne time for a nigga really gettin' it
Two times cause we got the whole city litAdvice to all my niggas, impregnate Bridget
So when she have a baby she gon' make another niggaGot the Fruit of Islam in the trenches hah?
Even though they know Yeezus is a Christian hah?She spent her whole check on some Christians
And that girl ain't even religiousWalkin', livin', breathin' god, you know my past wellHard to believe in God, your nigga got killedBlac Chyna fuckin' Rob, help him with the weightI wish my trainer would, tell me what I overateSo when I'm on vacay, I need to kick backWhat you want?
You want a boss or an R&B nigga with a six pack?I need every bad bitch up in Equinox
I need to know right now if you a freak or not
I need every bad bitch up in Equinox
I need to know right now if you a freak or not
[Outro: The-Dream]I need every bad bitch up in Equinox
I wanna know right now if you a freak or not
I need every bad bitch up in Equinox
I wanna know right now if you a freak or not
Oh lord, oh lord
I need every bad bitch up in Equinox
I wanna know right now if you a freak or not
Bad bitch up in Equinox
I wanna know right now if you a freak or not
Oh lord, oh my lord"
2016.0,album,The Life of Pablo,8,Freestyle 4,"[Intro: Kanye West]This that rap god shit nigga
I rip every one of these mothafuckas down
Aye
Rah, rah, rah
Rah, rah
[Verse: Kanye West]Closed eyes, see things
Fire up, tweakingYou in my freak dreams
You in my freak dreams
Bad bitch, you dig thatGet stacks, drive cars
Whip out, bitch outTits out, oh shit
My dick out, can she suck it right now?
Fuck, can she fuck right now?
I done asked twice now
Can you bring your price down?Lil Boosie with the wipe down
A little woozy but I'm nice nowWhat the fuck right now?
What the fuck right now?
What the, what the fuck right now?
What if we fuck right now?
What if we fucked right in the middle
Of this mothafuckin' dinner table?What if we fucked at this Vogue party?
Would we be the life of the whole party?
Shut down the whole party
Would everybody start fuckin'?
Would everybody start fuckin'?
Would everybody start fuckin'?
They don't want nothin'You mothafuckas livin' like half of your level, half of your lifeI smack her on her ass if she ghetto, I ain't gon' lie
We be in the bathroom fuckin' like, ""Baby don't get too loud""I can, I can see it, yeah
[Outro: Desiigner]I want it right now
Ball on them niggas, get heated and shot down
You get hit with the pie now
Rolls with killa money nigga get by now
Right now, right now
I'm with niggas that have been to Versailles now
Side now, slide down[Produced by Kanye West]"
2016.0,album,The Life of Pablo,9,I Love Kanye,"I miss the old Kanye, straight from the Go Kanye
Chop up the soul Kanye, set on his goals KanyeI hate the new Kanye, the bad mood Kanye
The always rude Kanye, spaz in the news KanyeI miss the sweet Kanye, chop up the beats KanyeI gotta say, at that time I'd like to meet KanyeSee, I invented Kanye, it wasn't any Kanyes
And now I look and look around and there's so many KanyesI used to love Kanye, I used to love Kanye
I even had the pink polo, I thought I was KanyeWhat if Kanye made a song about Kanye
Called ""I Miss The Old Kanye""? Man, that'd be so KanyeThat's all it was Kanye, we still love Kanye
And I love you like Kanye loves Kanye"
2016.0,album,The Life of Pablo,10,Waves,"[Intro]Turn me up!
[Verse 1: Kanye West]Step up in this bitch like (turn me up!)I'm the one your bitch like
Yeah I'm the one your bitch likeAnd I be talkin' shit like
I ain't scared to lose a fistfightAnd she grabbin' on my dick like
She wanna see if it'll fit right
That's just the wave
[Chorus: Chris Brown]Waves don't die
Let me crash here for the moment
I don't need to own it
No lie
Waves don't die, baby
Let me crash here for a moment
Baby I don't, I don't need to own...[Verse 2: Kanye West]Sun don't shine in the shade (turn me up!)Bird can't fly in a cage  (turn me up!)Even when somebody go away (turn me up!)The feelings don't really go away
That's just the wave (yeah)
[Chorus: Chris Brown]Waves don't die
Let me crash here for the moment
I don't need to own it
No lie
Waves don't die, baby
Let me crash here for a moment
Baby I don't, I don't need to own you
[Bridge: Chris Brown]No lie
No lie
No lie
You set the night on fire
I'm still gon' be here in the morning
No lie[Outro: Chris Brown & Kid Cudi]No lie
Ooh baby, ooh baby
You set the night on fire
I'm still gon' be here in the morning
No lie"
2016.0,album,The Life of Pablo,11,FML,"[Verse 1: Kanye West]I been waiting for a minute
For my lady
So I can't jeopardize that for one of these hoesI been living without limits
As far as my business
I'm the only one that's in controlI been feeling all I've given
For my children
I will die for those I loveGod, I'm willing
To make this my mission
Give up the women
Before I lose half of what I ownI been thinking
About my vision
Pour out my feelings
Revealing the layers to my soul
My soul
The layers to my soul
Revealing the layers to my soul[Hook: The Weeknd]They wish I would go ahead and fuck my life up
Can't let them get to me
And even though I always fuck my life up
Only I can mention me
[Verse 2: Kanye West]See, before I let you go
One last thing I need to let you know
You ain't never seen nothing crazier than
This nigga when he off his LexaproRemember that last time in Mexico?Remember that last time, the episode?Asking me why the hell I text in code?Four times just to say, ""don't text me hoe""
Told you four times, ""don't test me hoe""
And we finna lose all self-control
But you ain't finna be raising your voice at meEspecially when we in the Giuseppe storeBut I'mma have the last laugh in the end
Cause I'm from a tribe called check a hoe
Yeah, I'mma have to laugh Indian
Cause I'm from a tribe called check a hoe
And I...[Hook: The Weeknd]They wish I would go ahead and fuck my life up
Can't let them get to me
And even though I always fuck my life up
Only I can mention me
They wish I would go ahead and fuck my life up
Can't let them get to me
And even though I always fuck my life up
Only I can mention me[Outro: Kanye West + Section 25]See through the veil
And forget all of your cares
Throw them
Throw them awayDon't stop your loving
Don't stop for nothing
No, not for nothing
They don't wanna see me love you
Don't now, don't stop it
They always love it
They always wannaThey don't wanna see me love youSee through the veil
They don't wanna see me love youAnd forget all your cares
They don't wanna see me love youThrow themThrow them away
Ooh, life's a feeling and
Ooh, the body is a feeling"
2016.0,album,The Life of Pablo,12,Real Friends,"[Verse 1: Kanye West]Real friends, how many of us?
How many of us, how many jealous? Real friends
It's not many of us, we smile at each other
But how many honest? Trust issuesSwitched up the number, I can't be bothered
I cannot blame you for havin' an angleI ain't got no issues, I'm just doin' my thing
Hope you're doin' your thing tooI'm a deadbeat cousin, I hate family reunions
Fuck the church up by drinkin' at the communion
Spillin' free wine, now my tux is ruinedIn town for a day, what the fuck we doin'?Who your real friends? We all came from the bottomI'm always blamin' you, but what's sad, you not the problemDamn I forgot to call her, shit I thought it was Thursday
Why you wait a week to call my phone in the first place?When was the last time I remembered a birthday?
When was the last time I wasn't in a hurry?
[Bridge: Ty Dolla $ign]Tell me you want your tickets when it's gametime
Even to call your daughter on her FaceTime
Even when we was young I used to make time
Now we be way too busy just to make time
Even for my...
[Hook: Kanye West + Kanye & Ty Dolla $ign]Real friends
I guess I get what I deserve, don't I?Word on the streets is they ain't heard from him
I guess I get what I deserve, don't I?Talked down on my name, throwed dirt on him[Verse 2: Kanye West + Ty Dolla $ign]I couldn't tell you how old your daughter was
Couldn't tell you how old your son is
I got my own Jr. on the way, dawg
Plus I already got one kidCouldn't tell you much about the fam though
I just showed up for the yams thoughMaybe 15 minutes, took some pictures with your sister
Merry Christmas, then I'm finished, then it's back to businessYou wanna ask some questions 'bout some real shit?
Like I ain't got enough pressure to deal with
Please don't pressure me with that bill shitCause everybody got 'em, that ain't childrenOh you've been nothin' but a friend to me
Niggas thinkin' I'm crazy, you defendin' me
It's funny I ain't spoke to niggas in centuries
To be honest, dawg, I ain't feelin' your energyMoney turn your kin into an enemy
Niggas ain't real as they pretend to be
[Verse 3: Kanye West + Ty Dolla $ign]Lookin' for all my real friends
How many of us? How many of us are real friendsTo real friends, 'til the reel end
'Til the wheels fall off, 'til the wheels don't spin
To 3 A.M., callin'
How many real friends?
Just to ask you a question
Just to see how you was feelin'How many?
For the last you was frontin'I hate when a nigga text you like, ""What's up, fam? Hope you good""
You say, ""I'm good, I'm great,"" the next text they ask you for somethin'
How many?What's best for your family, immediate or extended
Any argument, the media'll extend itI had a cousin that stole my laptop that I was fuckin' bitches on
Paid that nigga 250 thousand just to get it from him
Real friends
Huh?
[Hook: Kanye West + Kanye & Ty Dolla $ign]Real friends
I guess I get what I deserve, don't IWord on the streets is they ain't heard from him
I guess I get what I deserve, don't ITalked down on my name, throwed dirt on him[Produced by Kanye West/sample by Frank Dukes and
Boi-1da/drum programming by Havoc]"
2016.0,album,The Life of Pablo,13,Wolves,"[Produced by Cashmere Cat and Sinjin Hawke]
[Hook: Kanye West]Lost out, beat up
Dancin', down there
I found you, somewhere out
'Round 'round there, right right there
Lost and beat up
Down there, dancin'
I found you, somewhere out
Right down there, right 'round there
[Verse 1: Kanye West]Lost and, found out
Turned out, how you thoughtDaddy, found out
How you turned out, how you turned outIf mama knew now
How you turned out, you too wild
You too wild, you too wild
You too wild, I need you now
Love you, got to
Love you, love you
Found you, found you
Right now, right now
Right now, right nowIf your mama knew how
You turned out, you too wild
You too wild, you too wild
You too wild, and I need you now
Lost in... my doubt
[Bridge: Vic Mensa]Cry, I'm not sorry
Cry, who needs sorry when there's Hennessy?
Don't fool yourself
Your eyes don't lie, you're much too good to be trueDon't fire fight
Yeah I feel you burning, everything's burning
Don't fly too high
Your wings might melt, you're much too good to be trueI'm just bad for you
I'm just bad, bad, bad for you[Verse 2: Sia]I was lost and beat up
Turned out, burned up
You found me, through a heartache
Didn't know me, you were drawn in
I was lost and beat upI was warm flesh, unseasoned
You found me, in your gaze
I found you, oh Jesus
I was too wild, I was too wild
I was too wild, I was too wild
I was too wild, I was too wild
[Partial Hook: Kanye West]And I need you nowLost and found out
[Verse 3: Kanye West]You gotta let me know if I could be your JosephOnly tell you real shit, that's the tea, no sipDon't trip, don't trip, that pussy slippery, no whip
We ain't trippin' on shit, we just sippin' on thisJust forget the whole shit, we could laugh about nothin'I impregnate your mind, let's have a baby without fuckin', yoI know it's corny bitches you wish you could unfollow
I know it's corny niggas you wish you could unswallow
I know it's corny bitches you wish you could unfollow
I know it's corny niggas you wish you could unswallow
I know it's corny bitches you wish you could unfollow
I know it's corny niggas you wish you could unswallowYou tried to play nice, everybody just took advantage
You left your fridge open, somebody just took a sandwichI said baby what if you was clubbin'
Thuggin', hustlin' before you met your husband?
Then I said, ""What if Mary was in the club
'Fore she met Joseph around hella thugs?Cover Nori in lambs' wool
We surrounded by the fuckin' wolves""
(What if Mary) ""What if Mary
(Was in the club) was in the club
'Fore she met Joseph with no love?
Cover Saint in lambs' wool
(And she was) We surrounded by
(Surrounded by) the fuckin' wolves""​​​"
2016.0,album,The Life of Pablo,14,Frank's Track,"[Verse: Frank Ocean]The rings all ring out
Burn out, cave in
Blackened to dark out
I'm mixed now, fleshed out
There's light with no heat
We cooled out, it's cool outLife is precious
We found out, we found out
We found out"
2016.0,album,The Life of Pablo,15,Siiiiiiiiilver Surffffeeeeer Intermission,"[Max B]Yeezy, Yeezy, what's good?
It's your boy Max B, what's going on?
Just checking in on you
Appreciate the love and support
The wave is hereYou a wavey dude anyway, so you already know
Ain't no problem, man, the game...
You already know how this game thing goes
Do your wave nigga
You got the official wave manJust, just doing you...
Doing you, doing your wave
And keep it loopy, I know you're going to keep it loopy manShoutout, just shout you out
Hollering at you man, it's all love
I appreciate the... the energy
And we here, hit the town, we do something big
We gonna make a big tsunami up in the joint
You already know what it is, ahh
[French Montana]Silver Surfer
Silver Surfer in the flesh[Max B laughing]
[Max B]Silver surfer in the flesh
Max Bigavelli shout to Yeezy
What's good, I see you
It's love, appreciate it
It's honor, appreciate it
Ugh, wavey, baby, yeah"
